 
list-none-none,1,10,1,30,66943,2231
list-none-none,1,100,1,300,104171,347
list-none-none,1,1000,1,3000,3304489,1101
list-none-none,1,10000,1,30000,510993603,17033
list-none-none,1,20000,1,60000,2688364654,44806
list-none-none,2,1,1,6,23326571,3887761
list-none-none,2,10,1,60,22058520,367642
list-none-none,2,100,1,600,23085048,38475
list-none-none,2,1000,1,6000,36829840,6138
list-none-none,4,1,1,12,28100707,2341725
list-none-none,12,1,1,36,25400298,705563
list-d-none,2,2,1,12,34018669,2834889
list-d-none,2,4,1,24,36934294,1538928
list-d-none,2,8,1,48,36846754,767640
list-d-none,2,16,1,96,48115679,501204
list-d-none,2,32,1,192,43251630,225268
list-d-none,4,1,1,12,37015802,3084650
list-d-none,4,4,1,48,38201706,795868
list-d-none,4,8,1,96,43293966,450978
list-d-none,4,16,1,192,36373687,189446
list-d-none,8,1,1,24,32384357,1349348
list-d-none,8,2,1,48,43364041,903417
list-d-none,12,1,1,36,41587370,1155204
list-d-none,12,2,1,72,44399580,616660
list-il-none,12,8,1,288,25763563,89456
list-dl-none,2,1,1,6,137591,22931
list-dl-none,2,2,1,12,136104,11342
list-dl-none,2,4,1,24,146764,6115
list-dl-none,2,8,1,48,180182,3753
list-dl-none,2,16,1,96,275393,2868
list-dl-none,2,32,1,192,642525,3346
list-dl-none,4,1,1,12,47040484,3920040
list-dl-none,4,2,1,24,11711308,487971
list-dl-none,4,4,1,48,244607,5095
list-dl-none,4,8,1,96,24843869,258790
list-dl-none,4,16,1,192,508468,2648
list-dl-none,8,1,1,24,40382706,1682612
list-dl-none,8,2,1,48,24827252,517234
list-dl-none,8,4,1,96,27723753,288789
list-dl-none,8,8,1,192,24877560,129570
list-dl-none,8,16,1,384,27701807,72140
list-dl-none,12,1,1,36,13634306,378730
list-dl-none,12,2,1,72,495772,6885
list-dl-none,12,4,1,144,24785382,172120
list-dl-none,12,8,1,288,719675,2498
list-dl-none,12,16,1,576,1454964,2525
list-i-m,12,32,1,1152,12515625,10864
list-d-m,12,32,1,1152,25819107,22412
list-il-m,12,32,1,1152,56293179,48865
list-dl-m,12,32,1,1152,38193407,33153
list-i-s,12,32,1,1152,2277096,1976
list-d-s,12,32,1,1152,243116549,211038
list-il-s,12,32,1,1152,540072716,468813
list-dl-s,12,32,1,1152,103643143,89968
list-none-none,1,1000,1,3000,4511537,1503
list-none-m,1,1000,1,3000,7592857,2530
list-none-m,2,1000,1,6000,29677370,4946
list-none-m,4,1000,1,12000,29787027,2482
list-none-m,8,1000,1,24000,166702124,6945
list-none-m,12,1000,1,36000,367939742,10220
list-none-m,16,1000,1,48000,954799460,19891
list-none-m,24,1000,1,72000,1165422128,16186
list-none-s,1,1000,1,3000,5706124,1902
list-none-s,2,1000,1,6000,12038630,2006
list-none-s,4,1000,1,12000,75327565,6277
list-none-s,8,1000,1,24000,323554274,13481
list-none-s,12,1000,1,36000,1408412526,39122
list-none-s,16,1000,1,48000,4386582453,91387
list-none-s,24,1000,1,72000,30352699352,421565
